Delay X Y X Y
-2667000 0 0 4.5777E-5 5.3406E-5
-2647000 0 0 -7.6295E-6 4.5777E-5
-2627000 0 0 2.2888E-5 0
-2607000.1 0 0 4.5777E-5 -1.5259E-5
-2587000.1 0 0 7.6294E-5 1.5259E-5
-2567000.1 0 0 4.5777E-5 8.3924E-5
-2547000.2 0 0 5.3406E-5 0.00013733
-2527000.2 0 0 5.3406E-5 0.00014496
-2507000.2 0 0 1.5259E-5 9.9183E-5
-2487000.3 0 0 6.1036E-5 5.3406E-5
-2467000.3 0 0 0.0001297 6.1036E-5
-2447000.3 0 0 0.00015259 0.00011444
-2427000.3 0 0 0.00016785 5.3406E-5
-2407000.4 0 0 0.00011444 -7.6294E-5
-2387000.4 0 0 6.8665E-5 -3.8147E-5
-2367000.4 0 0 3.0518E-5 4.5777E-5
-2347000.5 0 0 3.8147E-5 0
-2327000.5 0 0 -7.6295E-6 -0.00013733
-2307000.5 0 0 0 -8.3924E-5
-2287000.6 0 0 9.1553E-5 7.6295E-6
-2267000.6 0 0 0.00012207 7.6295E-6
-2247000.6 0 0 9.1553E-5 -3.8147E-5
-2227000.7 0 0 4.5777E-5 7.6295E-6
-2207000.7 0 0 9.9183E-5 -3.0518E-5
-2187000.7 0 0 9.1553E-5 -8.3924E-5
-2167000.7 0 0 7.6294E-5 -3.8147E-5
-2147000.8 0 0 7.6294E-5 -5.3406E-5
-2127000.8 0 0 -4.5777E-5 -0.00013733
-2107000.8 0 0 -5.3406E-5 -0.00012207
-2087000.9 0 0 7.6295E-6 -0.00011444
-2067000.9 0 0 9.9183E-5 -0.00014496
-2047000.9 0 0 5.3406E-5 -0.00012207
-2027001 0 0 5.3406E-5 -0.00012207
-2007001 0 0 3.0518E-5 -3.8147E-5
-1987001 0 0 0 3.0518E-5
-1967001.1 0 0 2.2888E-5 -3.8147E-5
-1947001.1 0 0 1.5259E-5 -7.6294E-5
-1927001.1 0 0 5.3406E-5 -6.8665E-5
-1907001.1 0 0 9.1553E-5 -0.00010681
-1887001.2 0 0 0.0001297 -0.00011444
-1867001.2 0 0 0.00011444 -0.00010681
-1847001.2 0 0 9.1553E-5 -4.5777E-5
-1827001.3 0 0 7.6295E-6 -5.3406E-5
-1807001.3 0 0 7.6294E-5 -3.0518E-5
-1787001.3 0 0 0.00017548 -1.5259E-5
-1767001.4 0 0 0.00015259 -3.0518E-5
-1747001.4 0 0 0.00011444 -3.8147E-5
