1615155906.1893144	1.29450800e-02	1.00000000e-04	4.30679605e-03	2.49110000e+01
1615155906.3947341	1.29464400e-02	1.00000000e-04	4.30688085e-03	2.49110000e+01
1615155906.6151738	1.29475100e-02	1.00000000e-04	4.30620809e-03	2.49110000e+01
1615155906.8365848	1.29476000e-02	1.00000000e-04	4.30640030e-03	2.49110000e+01
1615155907.0440273	1.29456700e-02	1.00000000e-04	4.30616286e-03	2.49110000e+01
1615155907.2514746	1.29465900e-02	1.00000000e-04	4.30785841e-03	2.49110000e+01
1615155907.4568937	1.29467700e-02	1.00000000e-04	4.30660334e-03	2.49100000e+01
1615155907.661373	1.29467500e-02	1.00000000e-04	4.30582882e-03	2.49090000e+01
1615155907.882784	1.29465900e-02	1.00000000e-04	4.31376063e-03	2.49090000e+01
1615155908.104163	1.29470100e-02	1.00000000e-04	4.30844072e-03	2.49090000e+01
1615155908.3265693	1.29468500e-02	1.00000000e-04	4.30781318e-03	2.49090000e+01
1615155908.5489743	1.29487800e-02	1.00000000e-04	4.30801671e-03	2.49090000e+01
1615155908.7564187	1.29466800e-02	1.00000000e-04	4.30716303e-03	2.49090000e+01
1615155908.963893	1.29457600e-02	1.00000000e-04	4.30717999e-03	2.49090000e+01
1615155909.1693144	1.29460100e-02	1.00000000e-04	4.30695386e-03	2.49080000e+01
1615155909.3757908	1.29462700e-02	1.00000000e-04	4.30769446e-03	2.49090000e+01
1615155909.581214	1.29476000e-02	1.00000000e-04	4.30708410e-03	2.49090000e+01
1615155909.7866635	1.29467600e-02	1.00000000e-04	4.30727066e-03	2.49100000e+01
1615155909.9911432	1.29459000e-02	1.00000000e-04	4.30772860e-03	2.49110000e+01
1615155910.1975663	1.29464200e-02	1.00000000e-04	4.30740069e-03	2.49110000e+01
1615155910.4040363	1.29471700e-02	1.00000000e-04	4.30753638e-03	2.49110000e+01
1615155910.6244242	1.29453200e-02	1.00000000e-04	4.30662052e-03	2.49110000e+01
1615155910.8468666	1.29484500e-02	1.00000000e-04	4.30690319e-03	2.49110000e+01
1615155911.0692346	1.29464100e-02	1.00000000e-04	4.30667140e-03	2.49110000e+01
1615155911.2747133	1.29477700e-02	1.00000000e-04	4.30706149e-03	2.49100000e+01
1615155911.496092	1.29463400e-02	1.00000000e-04	4.30671097e-03	2.49110000e+01
1615155911.7015426	1.29454900e-02	1.00000000e-04	4.30668270e-03	2.49100000e+01
1615155911.9080198	1.29466800e-02	1.00000000e-04	4.30734981e-03	2.49110000e+01
1615155912.1134756	1.29458400e-02	1.00000000e-04	4.30716891e-03	2.49100000e+01
1615155912.3208866	1.29464200e-02	1.00000000e-04	4.30724241e-03	2.49100000e+01
1615155912.5233731	1.29464300e-02	1.00000000e-04	4.30629828e-03	2.49090000e+01
1615155912.7447815	1.29464200e-02	1.00000000e-04	4.30775122e-03	2.49090000e+01
1615155912.9502275	1.29451600e-02	1.00000000e-04	4.30617390e-03	2.49090000e+01
1615155913.17264	1.29476000e-02	1.00000000e-04	4.30758727e-03	2.49100000e+01
1615155913.3770618	1.29466800e-02	1.00000000e-04	4.30739505e-03	2.49090000e+01
1615155913.5845075	1.29464300e-02	1.00000000e-04	4.30660922e-03	2.49090000e+01
1615155913.7919536	1.29466000e-02	1.00000000e-04	4.30634916e-03	2.49090000e+01
1615155913.9974031	1.29460700e-02	1.00000000e-04	4.30702192e-03	2.49090000e+01
1615155914.2048495	1.29451600e-02	1.00000000e-04	4.30699931e-03	2.49090000e+01
1615155914.412324	1.29461700e-02	1.00000000e-04	4.30686363e-03	2.49090000e+01
1615155914.6167707	1.29468500e-02	1.00000000e-04	4.30783709e-03	2.49090000e+01
1615155914.8242207	1.29472700e-02	1.00000000e-04	4.30689861e-03	2.49090000e+01
1615155915.0466292	1.29468500e-02	1.00000000e-04	4.30788797e-03	2.49090000e+01
1615155915.2670383	1.29470900e-02	1.00000000e-04	4.30631631e-03	2.49090000e+01
1615155915.4744532	1.29465900e-02	1.00000000e-04	4.30703430e-03	2.49090000e+01
1615155915.6799276	1.29463400e-02	1.00000000e-04	4.30733958e-03	2.49080000e+01
1615155915.8873503	1.29473500e-02	1.00000000e-04	4.30662159e-03	2.49080000e+01
1615155916.0918267	1.29459200e-02	1.00000000e-04	4.30636153e-03	2.49090000e+01
1615155916.2952595	1.29462600e-02	1.00000000e-04	4.30668943e-03	2.49100000e+01
1615155916.499742	1.29458500e-02	1.00000000e-04	4.30701734e-03	2.49100000e+01
1615155916.7211194	1.29457500e-02	1.00000000e-04	4.30683642e-03	2.49100000e+01
1615155916.9275956	1.29470200e-02	1.00000000e-04	4.30640676e-03	2.49090000e+01
1615155917.146981	1.29462600e-02	1.00000000e-04	4.30699709e-03	2.49090000e+01
1615155917.3514626	1.29463400e-02	1.00000000e-04	4.30648827e-03	2.49090000e+01
1615155917.5579054	1.29454100e-02	1.00000000e-04	4.30672572e-03	2.49090000e+01
1615155917.7773197	1.29452600e-02	1.00000000e-04	4.30705927e-03	2.49090000e+01
1615155917.9847414	1.29503700e-02	1.00000000e-04	4.30954114e-03	2.49090000e+01
1615155918.1912131	1.29478600e-02	1.00000000e-04	4.30820693e-03	2.49090000e+01
1615155918.4135935	1.29459800e-02	1.00000000e-04	4.30830304e-03	2.49090000e+01
1615155918.6350014	1.29480200e-02	1.00000000e-04	4.30815605e-03	2.49100000e+01
1615155918.840452	1.29480200e-02	1.00000000e-04	4.30807124e-03	2.49110000e+01
1615155919.0478983	1.29476000e-02	1.00000000e-04	4.30772638e-03	2.49100000e+01
1615155919.2673514	1.29467600e-02	1.00000000e-04	4.30783945e-03	2.49100000e+01
1615155919.4907131	1.29466700e-02	1.00000000e-04	4.30855179e-03	2.49090000e+01
1615155919.6971848	1.29467600e-02	1.00000000e-04	4.30789953e-03	2.49090000e+01
1615155919.9036088	1.29465900e-02	1.00000000e-04	4.30798433e-03	2.49080000e+01
1615155920.1110556	1.29462400e-02	1.00000000e-04	4.30834050e-03	2.49090000e+01
1615155920.315531	1.29462500e-02	1.00000000e-04	4.30758859e-03	2.49090000e+01
1615155920.5219553	1.29455000e-02	1.00000000e-04	4.30684799e-03	2.49090000e+01
1615155920.7274058	1.29468500e-02	1.00000000e-04	4.30714762e-03	2.49090000e+01
1615155920.9498112	1.29469300e-02	1.00000000e-04	4.30715327e-03	2.49090000e+01
1615155921.1552634	1.29472600e-02	1.00000000e-04	4.30765078e-03	2.49090000e+01
1615155921.3736777	1.29462600e-02	1.00000000e-04	4.30726634e-03	2.49080000e+01
1615155921.5801258	1.29464300e-02	1.00000000e-04	4.30766208e-03	2.49080000e+01
1615155921.8005648	1.29458300e-02	1.00000000e-04	4.30746421e-03	2.49080000e+01
1615155922.007008	1.29466800e-02	1.00000000e-04	4.30674057e-03	2.49080000e+01
1615155922.228416	1.29467600e-02	1.00000000e-04	4.30712138e-03	2.49090000e+01
1615155922.448837	1.29466800e-02	1.00000000e-04	4.30751147e-03	2.49090000e+01
1615155922.6532557	1.29465100e-02	1.00000000e-04	4.30696873e-03	2.49090000e+01
1615155922.8766842	1.29469200e-02	1.00000000e-04	4.30813900e-03	2.49090000e+01
1615155923.0841322	1.29462600e-02	1.00000000e-04	4.30692351e-03	2.49090000e+01
1615155923.2905529	1.29471100e-02	1.00000000e-04	4.30664649e-03	2.49100000e+01
1615155923.5119836	1.29459200e-02	1.00000000e-04	4.30700831e-03	2.49100000e+01
1615155923.733397	1.29465100e-02	1.00000000e-04	4.30799201e-03	2.49100000e+01
1615155923.938848	1.29465900e-02	1.00000000e-04	4.30748885e-03	2.49100000e+01
1615155924.1432714	1.29484500e-02	1.00000000e-04	4.30769238e-03	2.49100000e+01
1615155924.3507445	1.29470200e-02	1.00000000e-04	4.30657299e-03	2.49090000e+01
1615155924.556168	1.29466800e-02	1.00000000e-04	4.30786520e-03	2.49090000e+01
1615155924.7616186	1.29467700e-02	1.00000000e-04	4.30624265e-03	2.49090000e+01
1615155924.9690645	1.29462600e-02	1.00000000e-04	4.30687019e-03	2.49090000e+01
1615155925.190471	1.29461600e-02	1.00000000e-04	4.30669493e-03	2.49090000e+01
1615155925.4128766	1.29452500e-02	1.00000000e-04	4.30674016e-03	2.49100000e+01
1615155925.6173573	1.29463500e-02	1.00000000e-04	4.30758818e-03	2.49100000e+01
1615155925.82278	1.29469300e-02	1.00000000e-04	4.30792738e-03	2.49110000e+01
1615155926.0451863	1.29468500e-02	1.00000000e-04	4.30732812e-03	2.49110000e+01
1615155926.264629	1.29456800e-02	1.00000000e-04	4.30645183e-03	2.49110000e+01
1615155926.4870327	1.29468500e-02	1.00000000e-04	4.30741857e-03	2.49110000e+01
1615155926.691457	1.29472700e-02	1.00000000e-04	4.30657055e-03	2.49110000e+01
1615155926.9118688	1.29470200e-02	1.00000000e-04	4.30739031e-03	2.49110000e+01
1615155927.1322799	1.29462600e-02	1.00000000e-04	4.30739056e-03	2.49110000e+01
1615155927.3516915	1.29463400e-02	1.00000000e-04	4.30708527e-03	2.49110000e+01
1615155927.557143	1.29486200e-02	1.00000000e-04	4.30674607e-03	2.49100000e+01
1615155927.7635915	1.29467700e-02	1.00000000e-04	4.30724357e-03	2.49100000e+01
1615155927.9690692	1.29487800e-02	1.00000000e-04	4.30941450e-03	2.49110000e+01
1615155928.1765149	1.29473500e-02	1.00000000e-04	4.30780326e-03	2.49100000e+01
1615155928.383931	1.29471000e-02	1.00000000e-04	4.30675172e-03	2.49110000e+01
1615155928.590415	1.29476900e-02	1.00000000e-04	4.30788807e-03	2.49110000e+01
1615155928.7948322	1.29472700e-02	1.00000000e-04	4.30713050e-03	2.49100000e+01
1615155928.9992864	1.29491200e-02	1.00000000e-04	4.30787676e-03	2.49100000e+01
1615155929.2037706	1.29471000e-02	1.00000000e-04	4.30749232e-03	2.49100000e+01
1615155929.4111848	1.29469300e-02	1.00000000e-04	4.30740752e-03	2.49090000e+01
1615155929.6176562	1.29468400e-02	1.00000000e-04	4.30709609e-03	2.49100000e+01
1615155929.824081	1.29475200e-02	1.00000000e-04	4.30763883e-03	2.49100000e+01
1615155930.0315585	1.29464100e-02	1.00000000e-04	4.30713567e-03	2.49090000e+01
1615155930.2369993	1.29471900e-02	1.00000000e-04	4.30798369e-03	2.49100000e+01
1615155930.4434538	1.29477700e-02	1.00000000e-04	4.30723178e-03	2.49100000e+01
1615155930.6628368	1.29473400e-02	1.00000000e-04	4.30809676e-03	2.49100000e+01
1615155930.8693097	1.29465100e-02	1.00000000e-04	4.30755402e-03	2.49110000e+01
1615155931.073738	1.29471900e-02	1.00000000e-04	4.30763317e-03	2.49100000e+01
1615155931.2801862	1.29482000e-02	1.00000000e-04	4.30693214e-03	2.49100000e+01
1615155931.4995992	1.29463400e-02	1.00000000e-04	4.30706783e-03	2.49100000e+01
1615155931.7060833	1.29483600e-02	1.00000000e-04	4.30701129e-03	2.49110000e+01
1615155931.926482	1.29466800e-02	1.00000000e-04	4.30655901e-03	2.49100000e+01
1615155932.1488643	1.29471000e-02	1.00000000e-04	4.30691611e-03	2.49100000e+01
1615155932.3692737	1.29482000e-02	1.00000000e-04	4.30755495e-03	2.49100000e+01
1615155932.5917141	1.29465100e-02	1.00000000e-04	4.30770759e-03	2.49100000e+01
1615155932.7981555	1.29460100e-02	1.00000000e-04	4.30643556e-03	2.49100000e+01
1615155933.0205598	1.29460900e-02	1.00000000e-04	4.30666170e-03	2.49100000e+01
1615155933.2269797	1.29462500e-02	1.00000000e-04	4.30749841e-03	2.49100000e+01
1615155933.4484189	1.29459200e-02	1.00000000e-04	4.30804114e-03	2.49090000e+01
1615155933.670794	1.29471800e-02	1.00000000e-04	4.30777543e-03	2.49080000e+01
1615155933.8782394	1.29465900e-02	1.00000000e-04	4.30735142e-03	2.49090000e+01
1615155934.0826917	1.29462600e-02	1.00000000e-04	4.30652602e-03	2.49080000e+01
1615155934.2891626	1.29461800e-02	1.00000000e-04	4.30775282e-03	2.49090000e+01
1615155934.4955885	1.29443100e-02	1.00000000e-04	4.30710832e-03	2.49090000e+01
1615155934.7020361	1.29459200e-02	1.00000000e-04	4.30719878e-03	2.49090000e+01
1615155934.9075146	1.29468500e-02	1.00000000e-04	4.30713659e-03	2.49100000e+01
1615155935.112938	1.29480200e-02	1.00000000e-04	4.30730054e-03	2.49100000e+01
1615155935.3203816	1.29468500e-02	1.00000000e-04	4.30700091e-03	2.49110000e+01
1615155935.5258574	1.29455800e-02	1.00000000e-04	4.30764540e-03	2.49110000e+01
1615155935.7452455	1.29461800e-02	1.00000000e-04	4.30638468e-03	2.49100000e+01
1615155935.9517221	1.29462600e-02	1.00000000e-04	4.30731185e-03	2.49090000e+01
1615155936.159139	1.29466000e-02	1.00000000e-04	4.30791677e-03	2.49090000e+01
1615155936.3666124	1.29462600e-02	1.00000000e-04	4.30639599e-03	2.49090000e+01
1615155936.573032	1.29459200e-02	1.00000000e-04	4.30675215e-03	2.49090000e+01
1615155936.7794802	1.29456700e-02	1.00000000e-04	4.30733446e-03	2.49090000e+01
1615155936.9998918	1.29474400e-02	1.00000000e-04	4.30665630e-03	2.49100000e+01
1615155937.2043676	1.29474400e-02	1.00000000e-04	4.30765696e-03	2.49100000e+01
1615155937.426782	1.29468600e-02	1.00000000e-04	4.30728949e-03	2.49100000e+01
1615155937.630234	1.29471900e-02	1.00000000e-04	4.30685417e-03	2.49100000e+01
1615155937.8496192	1.29461700e-02	1.00000000e-04	4.30706900e-03	2.49110000e+01
1615155938.0570633	1.29460100e-02	1.00000000e-04	4.30618141e-03	2.49120000e+01
1615155938.2794685	1.29471100e-02	1.00000000e-04	4.30641886e-03	2.49110000e+01
1615155938.5028958	1.29466000e-02	1.00000000e-04	4.30788876e-03	2.49110000e+01
1615155938.709319	1.29463400e-02	1.00000000e-04	4.30675806e-03	2.49120000e+01
1615155938.9307559	1.29465200e-02	1.00000000e-04	4.30670153e-03	2.49110000e+01
1615155939.1531339	1.29477800e-02	1.00000000e-04	4.30757216e-03	2.49100000e+01
1615155939.3735757	1.29461800e-02	1.00000000e-04	4.30740821e-03	2.49100000e+01
1615155939.594984	1.29469300e-02	1.00000000e-04	4.30785459e-03	2.49100000e+01
1615155939.8153856	1.29453300e-02	1.00000000e-04	4.30689350e-03	2.49100000e+01
1615155940.0367703	1.29455000e-02	1.00000000e-04	4.30754930e-03	2.49100000e+01
1615155940.2591755	1.29463400e-02	1.00000000e-04	4.30741927e-03	2.49090000e+01
1615155940.482577	1.29463500e-02	1.00000000e-04	4.30609636e-03	2.49090000e+01
1615155940.689026	1.29458400e-02	1.00000000e-04	4.30650907e-03	2.49100000e+01
1615155940.8925142	1.29460000e-02	1.00000000e-04	4.30749277e-03	2.49100000e+01
1615155941.0999272	1.29462500e-02	1.00000000e-04	4.30650907e-03	2.49110000e+01
1615155941.306374	1.29466800e-02	1.00000000e-04	4.30687654e-03	2.49100000e+01
