Delay X Y X Y
-2667000 0 0 -8.3924E-5 -7.6294E-5
-2647000 0 0 -6.8665E-5 -3.8147E-5
-2627000 0 0 -9.1553E-5 -3.0518E-5
-2607000.1 0 0 -7.6294E-5 0
-2587000.1 0 0 -0.00010681 3.0518E-5
-2567000.1 0 0 -8.3924E-5 -5.3406E-5
-2547000.2 0 0 -7.6295E-6 -9.9183E-5
-2527000.2 0 0 4.5777E-5 -0.00011444
-2507000.2 0 0 0.00013733 -0.00010681
-2487000.3 0 0 0.00015259 -7.6294E-5
-2467000.3 0 0 0.0001297 -6.8665E-5
-2447000.3 0 0 7.6294E-5 -9.1553E-5
-2427000.3 0 0 6.8665E-5 -9.9183E-5
-2407000.4 0 0 9.9183E-5 -5.3406E-5
-2387000.4 0 0 0.00016022 -8.3924E-5
-2367000.4 0 0 0.00014496 -6.1036E-5
-2347000.5 0 0 0.00011444 -5.3406E-5
-2327000.5 0 0 0.00017548 -9.9183E-5
-2307000.5 0 0 0.00016022 -0.00011444
-2287000.6 0 0 0.00014496 -0.00010681
-2267000.6 0 0 0.00015259 -5.3406E-5
-2247000.6 0 0 0.00016022 -7.6295E-6
-2227000.7 0 0 0.00016785 -7.6295E-6
-2207000.7 0 0 0.00019074 -3.0518E-5
-2187000.7 0 0 0.00023651 -3.0518E-5
-2167000.7 0 0 0.0002594 4.5777E-5
-2147000.8 0 0 0.00025177 7.6294E-5
-2127000.8 0 0 0.00019837 3.0518E-5
-2107000.8 0 0 0.00010681 -2.2888E-5
-2087000.9 0 0 9.9183E-5 5.3406E-5
-2067000.9 0 0 6.1036E-5 9.9183E-5
-2047000.9 0 0 9.9183E-5 0.00016022
-2027001 0 0 0.00015259 9.9183E-5
-2007001 0 0 0.00016785 0.00010681
-1987001 0 0 0.00016785 0.00017548
-1967001.1 0 0 0.00011444 0.00019837
-1947001.1 0 0 8.3924E-5 9.1553E-5
-1927001.1 0 0 0.00015259 9.1553E-5
-1907001.1 0 0 0.00025177 9.9183E-5
-1887001.2 0 0 0.0003357 0.00015259
-1867001.2 0 0 0.00031281 8.3924E-5
-1847001.2 0 0 0.00016022 3.8147E-5
-1827001.3 0 0 0.00019837 0.0001297
-1807001.3 0 0 0.0002594 0.0002594
-1787001.3 0 0 0.00023651 0.00024414
-1767001.4 0 0 0.00022125 9.9183E-5
-1747001.4 0 0 0.00022888 2.2888E-5
-1727001.4 0 0 0.0002594 -4.5777E-5
