Delay X Y X Y
2250000 0 0 0.00087309 -1.6213E-5
2250500 0 0 0.00087524 -1.6213E-5
2251000 0 0 0.00087595 -1.6451E-5
2251500 0 0 0.00087858 -1.6451E-5
2251999.9 0 0 0.00087977 -1.6213E-5
2252499.9 0 0 0.00087905 -1.6689E-5
2252999.9 0 0 0.00087882 -1.6451E-5
2253499.9 0 0 0.0008781 -1.6213E-5
2253999.9 0 0 0.00087715 -1.6451E-5
2254499.8 0 0 0.00087643 -1.6213E-5
2254999.8 0 0 0.00087524 -1.6213E-5
2255499.8 0 0 0.0008719 -1.6213E-5
2255999.8 0 0 0.00087095 -1.6213E-5
2256499.8 0 0 0.00087119 -1.6213E-5
2256999.7 0 0 0.00087214 -1.6213E-5
2257499.7 0 0 0.00087262 -1.6213E-5
2257999.7 0 0 0.00087333 -1.6213E-5
2258499.7 0 0 0.00087262 -1.6213E-5
2258999.7 0 0 0.00087381 -1.6213E-5
2259499.6 0 0 0.00087429 -1.6213E-5
2259999.6 0 0 0.00087381 -1.6213E-5
2260499.6 0 0 0.00087381 -1.6213E-5
2260999.6 0 0 0.00087476 -1.6213E-5
2261499.6 0 0 0.00087452 -1.6213E-5
2261999.5 0 0 0.00087429 -1.6213E-5
2262499.5 0 0 0.00087309 -1.6213E-5
2262999.5 0 0 0.00087214 -1.6213E-5
2263499.5 0 0 0.00087142 -1.6213E-5
2263999.4 0 0 0.00087166 -1.6213E-5
2264499.4 0 0 0.00087285 -1.6213E-5
2264999.4 0 0 0.00087548 -1.6213E-5
2265499.4 0 0 0.00088096 -1.6451E-5
2265999.4 0 0 0.00088287 -1.6451E-5
2266499.3 0 0 0.00087905 -1.6451E-5
2266999.3 0 0 0.000875 -1.6213E-5
2267499.3 0 0 0.00087476 -1.6451E-5
2267999.3 0 0 0.000875 -1.6213E-5
2268499.3 0 0 0.00087619 -1.6213E-5
2268999.2 0 0 0.00087715 -1.6213E-5
2269499.2 0 0 0.00087858 -1.6451E-5
2269999.2 0 0 0.00087882 -1.6213E-5
2270499.2 0 0 0.00087691 -1.6213E-5
2270999.2 0 0 0.00087405 -1.6213E-5
2271499.1 0 0 0.00087405 -1.6213E-5
2271999.1 0 0 0.00087381 -1.6213E-5
2272499.1 0 0 0.00087333 -1.6213E-5
2272999.1 0 0 0.00087452 -1.6213E-5
2273499.1 0 0 0.00087429 -1.6213E-5
2273999 0 0 0.00087429 -1.6213E-5
2274499 0 0 0.00087548 -1.6213E-5
2274999 0 0 0.00087595 -1.6213E-5
2275499 0 0 0.00087643 -1.6213E-5
2275999 0 0 0.00087905 -1.6213E-5
2276498.9 0 0 0.00088215 -1.6451E-5
2276998.9 0 0 0.00088191 -1.6451E-5
2277498.9 0 0 0.00088239 -1.6451E-5
2277998.9 0 0 0.00088144 -1.6451E-5
2278498.8 0 0 0.00087738 -1.6451E-5
2278998.8 0 0 0.00087548 -1.6213E-5
2279498.8 0 0 0.00087381 -1.6213E-5
2279998.8 0 0 0.00087047 -1.6213E-5
2280498.8 0 0 0.00086832 -1.6213E-5
2280998.7 0 0 0.0008688 -1.6213E-5
2281498.7 0 0 0.00087119 -1.6213E-5
2281998.7 0 0 0.00087429 -1.6213E-5
2282498.7 0 0 0.00087595 -1.6213E-5
2282998.7 0 0 0.00087572 -1.6213E-5
2283498.6 0 0 0.00087429 -1.6213E-5
2283998.6 0 0 0.00087643 -1.6213E-5
2284498.6 0 0 0.00087715 -1.6213E-5
2284998.6 0 0 0.00087572 -1.6213E-5
2285498.6 0 0 0.00087572 -1.6213E-5
