Delay X Y X Y
2250000 0 0 0.0013623 -2.1935E-5
2250500 0 0 0.0013654 -2.2173E-5
2251000 0 0 0.0013666 -2.2173E-5
2251500 0 0 0.0013666 -2.2173E-5
2251999.9 0 0 0.0013671 -2.2173E-5
2252499.9 0 0 0.0013688 -2.2173E-5
2252999.9 0 0 0.0013693 -2.2173E-5
2253499.9 0 0 0.0013676 -2.2173E-5
2253999.9 0 0 0.0013659 -2.2173E-5
2254499.8 0 0 0.0013633 -2.2173E-5
2254999.8 0 0 0.0013609 -2.2173E-5
2255499.8 0 0 0.0013633 -2.2173E-5
2255999.8 0 0 0.0013693 -2.2173E-5
2256499.8 0 0 0.0013733 -2.2412E-5
2256999.7 0 0 0.0013766 -2.2412E-5
2257499.7 0 0 0.0013759 -2.2412E-5
2257999.7 0 0 0.0013733 -2.2173E-5
2258499.7 0 0 0.0013707 -2.2173E-5
2258999.7 0 0 0.0013685 -2.2173E-5
2259499.6 0 0 0.0013693 -2.2173E-5
2259999.6 0 0 0.0013702 -2.2173E-5
2260499.6 0 0 0.0013702 -2.2173E-5
2260999.6 0 0 0.0013714 -2.2173E-5
2261499.6 0 0 0.0013704 -2.2173E-5
2261999.5 0 0 0.0013697 -2.2173E-5
2262499.5 0 0 0.0013693 -2.2173E-5
2262999.5 0 0 0.0013695 -2.2173E-5
2263499.5 0 0 0.0013693 -2.2173E-5
2263999.4 0 0 0.0013712 -2.2173E-5
2264499.4 0 0 0.0013726 -2.2173E-5
2264999.4 0 0 0.0013733 -2.2173E-5
2265499.4 0 0 0.0013726 -2.2173E-5
2265999.4 0 0 0.0013723 -2.2412E-5
2266499.3 0 0 0.0013743 -2.2412E-5
2266999.3 0 0 0.0013778 -2.2412E-5
2267499.3 0 0 0.0013783 -2.2412E-5
2267999.3 0 0 0.0013754 -2.2412E-5
2268499.3 0 0 0.0013721 -2.2173E-5
2268999.2 0 0 0.0013695 -2.2173E-5
2269499.2 0 0 0.0013693 -2.2173E-5
2269999.2 0 0 0.0013697 -2.2173E-5
2270499.2 0 0 0.00137 -2.2173E-5
2270999.2 0 0 0.0013688 -2.2173E-5
2271499.1 0 0 0.0013704 -2.2173E-5
2271999.1 0 0 0.0013754 -2.2412E-5
2272499.1 0 0 0.0013743 -2.2412E-5
2272999.1 0 0 0.0013712 -2.2173E-5
2273499.1 0 0 0.0013693 -2.2173E-5
2273999 0 0 0.001369 -2.2173E-5
2274499 0 0 0.0013702 -2.2173E-5
2274999 0 0 0.0013704 -2.2173E-5
2275499 0 0 0.0013688 -2.2173E-5
2275999 0 0 0.0013702 -2.2173E-5
2276498.9 0 0 0.0013719 -2.2173E-5
2276998.9 0 0 0.0013721 -2.2173E-5
2277498.9 0 0 0.0013716 -2.2412E-5
2277998.9 0 0 0.0013704 -2.2173E-5
2278498.8 0 0 0.00137 -2.2173E-5
2278998.8 0 0 0.00137 -2.2173E-5
2279498.8 0 0 0.0013683 -2.2173E-5
2279998.8 0 0 0.0013673 -2.2173E-5
2280498.8 0 0 0.0013683 -2.2173E-5
2280998.7 0 0 0.0013707 -2.2173E-5
2281498.7 0 0 0.0013738 -2.2412E-5
2281998.7 0 0 0.0013716 -2.2412E-5
2282498.7 0 0 0.00137 -2.2173E-5
2282998.7 0 0 0.0013693 -2.2173E-5
2283498.6 0 0 0.0013709 -2.2412E-5
2283998.6 0 0 0.0013733 -2.2412E-5
2284498.6 0 0 0.0013716 -2.2412E-5
2284998.6 0 0 0.0013695 -2.2173E-5
2285498.6 0 0 0.0013709 -2.2173E-5
2285998.5 0 0 0.0013721 -2.2412E-5
2286498.5 0 0 0.0013709 -2.2173E-5
2286998.5 0 0 0.00137 -2.2173E-5
2287498.5 0 0 0.0013681 -2.2173E-5
2287998.5 0 0 0.0013664 -2.2173E-5
2288498.4 0 0 0.0013654 -2.2173E-5
2288998.4 0 0 0.001365 -2.2173E-5
2289498.4 0 0 0.0013638 -2.2173E-5
2289998.4 0 0 0.0013638 -2.2173E-5
2290498.3 0 0 0.0013673 -2.2173E-5
2290998.3 0 0 0.0013704 -2.2173E-5
2291498.3 0 0 0.0013685 -2.2173E-5
2291998.3 0 0 0.0013693 -2.2173E-5
2292498.3 0 0 0.0013707 -2.2173E-5
2292998.2 0 0 0.0013697 -2.2173E-5
2293498.2 0 0 0.0013688 -2.2173E-5
2293998.2 0 0 0.0013704 -2.2173E-5
2294498.2 0 0 0.0013709 -2.2173E-5
2294998.2 0 0 0.0013709 -2.2173E-5
2295498.1 0 0 0.0013697 -2.2173E-5
2295998.1 0 0 0.0013702 -2.2173E-5
2296498.1 0 0 0.0013714 -2.2173E-5
2296998.1 0 0 0.0013688 -2.2173E-5
2297498.1 0 0 0.0013647 -2.2173E-5
2297998 0 0 0.001364 -2.2173E-5
2298498 0 0 0.001365 -2.2173E-5
2298998 0 0 0.0013666 -2.2173E-5
2299498 0 0 0.00137 -2.2173E-5
2299998 0 0 0.0013721 -2.2412E-5
2300497.9 0 0 0.0013721 -2.2412E-5
2300997.9 0 0 0.0013738 -2.2412E-5
2301497.9 0 0 0.0013743 -2.2412E-5
2301997.9 0 0 0.0013721 -2.2412E-5
2302497.9 0 0 0.0013709 -2.2173E-5
2302997.8 0 0 0.0013704 -2.2412E-5
2303497.8 0 0 0.0013704 -2.2173E-5
2303997.8 0 0 0.0013707 -2.2173E-5
2304497.8 0 0 0.0013709 -2.2173E-5
2304997.7 0 0 0.0013733 -2.2412E-5
2305497.7 0 0 0.0013738 -2.2412E-5
2305997.7 0 0 0.0013709 -2.2412E-5
2306497.7 0 0 0.0013688 -2.2173E-5
2306997.7 0 0 0.0013716 -2.2412E-5
2307497.6 0 0 0.0013719 -2.2412E-5
2307997.6 0 0 0.0013709 -2.2412E-5
2308497.6 0 0 0.0013716 -2.2412E-5
2308997.6 0 0 0.0013714 -2.2173E-5
2309497.6 0 0 0.0013702 -2.2173E-5
2309997.5 0 0 0.0013702 -2.2173E-5
2310497.5 0 0 0.0013681 -2.2173E-5
2310997.5 0 0 0.0013693 -2.2173E-5
2311497.5 0 0 0.0013735 -2.2173E-5
2311997.5 0 0 0.0013766 -2.2412E-5
2312497.4 0 0 0.0013797 -2.2412E-5
2312997.4 0 0 0.0013778 -2.2412E-5
2313497.4 0 0 0.0013733 -2.2412E-5
2313997.4 0 0 0.0013695 -2.2173E-5
2314497.4 0 0 0.0013671 -2.2173E-5
2314997.3 0 0 0.001369 -2.2173E-5
2315497.3 0 0 0.0013688 -2.2173E-5
2315997.3 0 0 0.0013662 -2.2173E-5
2316497.3 0 0 0.0013631 -2.2173E-5
2316997.2 0 0 0.0013604 -2.2173E-5
2317497.2 0 0 0.0013578 -2.1935E-5
2317997.2 0 0 0.0013592 -2.1935E-5
2318497.2 0 0 0.0013623 -2.2173E-5
2318997.2 0 0 0.0013638 -2.2173E-5
2319497.1 0 0 0.0013626 -2.2173E-5
2319997.1 0 0 0.0013633 -2.2173E-5
2320497.1 0 0 0.0013652 -2.2173E-5
2320997.1 0 0 0.0013688 -2.2173E-5
2321497.1 0 0 0.0013693 -2.2173E-5
2321997 0 0 0.0013693 -2.2173E-5
2322497 0 0 0.0013373 -2.1696E-5
2322997 0 0 0.0013332 -2.1696E-5
2323497 0 0 0.0013464 -2.1935E-5
2323997 0 0 0.0013516 -2.1935E-5
2324496.9 0 0 0.0013547 -2.1935E-5
2324996.9 0 0 0.0013595 -2.1935E-5
2325496.9 0 0 0.0013631 -2.2173E-5
2325996.9 0 0 0.0013654 -2.2173E-5
2326496.9 0 0 0.0013645 -2.2173E-5
2326996.8 0 0 0.00136 -2.2173E-5
2327496.8 0 0 0.0013564 -2.1935E-5
2327996.8 0 0 0.0013538 -2.1935E-5
2328496.8 0 0 0.0013514 -2.1696E-5
2328996.7 0 0 0.0013495 -2.1696E-5
2329496.7 0 0 0.0013521 -2.1935E-5
2329996.7 0 0 0.0013564 -2.1935E-5
2330496.7 0 0 0.0013569 -2.1935E-5
2330996.7 0 0 0.0013535 -2.1935E-5
2331496.6 0 0 0.001354 -2.1935E-5
2331996.6 0 0 0.0013583 -2.2173E-5
2332496.6 0 0 0.0013611 -2.2173E-5
2332996.6 0 0 0.0013604 -2.2173E-5
2333496.6 0 0 0.001359 -2.1935E-5
2333996.5 0 0 0.0013583 -2.1935E-5
2334496.5 0 0 0.0013566 -2.1935E-5
2334996.5 0 0 0.0013538 -2.1935E-5
2335496.5 0 0 0.0013518 -2.1935E-5
2335996.5 0 0 0.0013521 -2.1935E-5
2336496.4 0 0 0.0013549 -2.1935E-5
2336996.4 0 0 0.0013573 -2.1935E-5
