Delay X Y R DEG
1500000 -4.7684E-7 0 0.00093222 4.6875
1510000 -4.7684E-7 0 0.00099564 3.8672
1520000 0 0 0.0010586 2.9688
1530000 0 0 0.0010581 1.7266
1539999.9 0 0 0.0010376 1.8203
1549999.9 0 0 0.0010286 1.3516
1559999.9 0 0 0.00103 1.5703
1569999.9 0 0 0.001008 1.4688
1579999.9 0 0 0.0010252 0.6875
1589999.9 -4.7684E-7 0 0.0010791 0.20313
1599999.9 -4.7684E-7 0 0.001102 -0.26563
1609999.8 -4.7684E-7 0 0.0011115 0.27344
1619999.8 0 0 0.0010986 1.1094
1629999.8 0 0 0.0011091 0.47656
1639999.8 0 0 0.0011487 -0.39063
1649999.8 0 0 0.001101 0.61719
1659999.8 0 0 0.0010929 0.66407
1669999.8 0 0 0.0011172 -0.42969
1679999.7 -4.7684E-7 0 0.0010696 -2.0235
1689999.7 -4.7684E-7 0 0.0010309 -1.6563
1699999.7 0 0 0.0010133 0.52344
1709999.7 -4.7684E-7 0 0.00096131 0.45313
1719999.7 -4.7684E-7 0 0.0009327 0.85157
1729999.7 0 0 0.00096989 -0.59375
1739999.6 0 0 0.0010152 0.46094
1749999.6 0 0 0.0010753 0.86719
1759999.6 0 0 0.0011449 -0.23438
1769999.6 -4.7684E-7 0 0.0011721 -1.6953
1779999.6 0 0 0.0011215 -2.0313
1789999.6 -4.7684E-7 0 0.0010705 -2.6406
1799999.6 0 0 0.0010805 -2.4375
1809999.5 0 0 0.0011425 -2.125
1819999.5 0 0 0.0011916 -1.0781
1829999.5 0 0 0.0011969 0.34375
1839999.5 0 0 0.001236 0.63282
1849999.5 0 0 0.0012102 0.21875
1859999.5 0 0 0.0011416 -1.1719
1869999.4 0 0 0.0010953 -0.61719
1879999.4 0 0 0.0011487 -0.82813
1889999.4 0 0 0.0011969 -0.67969
1899999.4 0 0 0.0011969 -0.77344
1909999.4 0 0 0.0011573 -0.1875
1919999.4 0 0 0.0011883 0.070313
1929999.4 0 0 0.0011859 -1.2422
1939999.3 0 0 0.0011463 -1.8672
1949999.3 0 0 0.0011439 -1.2188
1959999.3 0 0 0.0012131 -1.0703
1969999.3 0 0 0.0012112 -0.70313
1979999.3 0 0 0.0012484 -1.3281
1989999.3 0 0 0.0013046 -2.3828
1999999.2 -4.7684E-7 0 0.0012818 -1.8516
2009999.2 0 0 0.0012856 -2.1016
2019999.2 -4.7684E-7 0 0.0013342 -2.4375
2029999.2 -4.7684E-7 0 0.0013056 -1.9531
2039999.2 0 0 0.0012379 -2.4844
2049999.2 -4.7684E-7 0 0.0012212 -2.3828
2059999.2 0 0 0.0012369 -2.2266
2069999.1 -4.7684E-7 0 0.0012674 -3.4688
2079999.1 -4.7684E-7 0 0.0012589 -4.5391
2089999.1 0 0 0.0012841 -3.5938
2099999.1 0 0 0.0012589 -2.7344
2109999.1 -4.7684E-7 0 0.0012512 -2.1094
2119999.1 0 0 0.0012856 -2.9453
2129999 -4.7684E-7 0 0.0013585 -4.3203
2139999 0 0 0.0014243 -4.8985
2149999 0 0 0.0014343 -4.5
2159999 0 0 0.0014472 -5.1016
2169999 0 0 0.0015779 -4.7891
2179999 0 0 0.0016871 -4.625
2189999 0 0 0.00172 -4.6328
2199998.9 -4.7684E-7 0 0.0017018 -4.4297
2209998.9 -4.7684E-7 0 0.0016308 -5
2219998.9 0 0 0.001617 -5.5938
2229998.9 0 0 0.0016408 -4.4532
2239998.9 0 0 0.0016313 -3.4219
