Delay X Y R DEG
1500000 0 0 0.0028563 -5.8282
1510000 0 0 0.0027404 -5.6407
1520000 0 0 0.0028916 -4.4375
1530000 0 0 0.0029011 -5.25
1539999.9 0 0 0.0028491 -5.0235
1549999.9 -4.7684E-7 -4.7684E-7 0.0029903 -6.9375
1559999.9 0 0 0.0029202 -6.4532
1569999.9 0 0 0.0028849 -5.8203
1579999.9 -4.7684E-7 0 0.0028811 -6.5547
1589999.9 0 -4.7684E-7 0.0028835 -7.1328
1599999.9 0 0 0.0028548 -6.9375
1609999.8 -4.7684E-7 0 0.0028463 -6.6641
1619999.8 0 0 0.0028424 -6.625
1629999.8 0 0 0.0028205 -6.4063
1639999.8 -4.7684E-7 0 0.0028582 -6.2578
1649999.8 -4.7684E-7 0 0.0028377 -6.0547
1659999.8 -4.7684E-7 0 0.0027514 -6.9453
1669999.8 -4.7684E-7 0 0.0027175 -6.1328
1679999.7 0 0 0.0027833 -5.6641
1689999.7 0 0 0.0028281 -6.1641
1699999.7 0 0 0.0028463 -6.4453
1709999.7 0 0 0.0028238 -6.125
1719999.7 0 0 0.0028219 -6.2578
1729999.7 -4.7684E-7 0 0.0028858 -6.8282
1739999.6 0 0 0.0029035 -7.6172
1749999.6 -4.7684E-7 0 0.0029016 -7.6407
1759999.6 0 0 0.0028892 -7.2735
1769999.6 -4.7684E-7 0 0.0028572 -7.1563
1779999.6 0 0 0.0029087 -7.8438
1789999.6 0 -4.7684E-7 0.0029841 -8.6251
1799999.6 0 0 0.0028982 -7.9922
1809999.5 0 0 0.0029025 -8.8985
1819999.5 0 -4.7684E-7 0.0028839 -6.8594
1829999.5 0 0 0.002995 -9.7813
1839999.5 0 0 0.0029631 -10.274
1849999.5 0 0 0.0029321 -8.6251
1859999.5 0 0 0.003089 -10.102
1869999.4 0 0 0.0029092 -12.086
1879999.4 0 0 0.0029521 -8.3516
1889999.4 0 0 0.0030189 -7.711
1899999.4 0 0 0.0030046 -7.8985
1909999.4 0 0 0.0030799 -8.3438
1919999.4 0 0 0.0029869 -7.836
1929999.4 0 0 0.0029249 -8.1251
1939999.3 -4.7684E-7 0 0.0028787 -8.6094
1949999.3 0 0 0.0028849 -9.0548
1959999.3 0 0 0.0028691 -9.4298
1969999.3 0 0 0.0028439 -9.1016
1979999.3 0 0 0.0029679 -10.055
1989999.3 0 0 0.0029245 -10.422
1999999.2 0 0 0.0029612 -9.9532
2009999.2 0 0 0.0029812 -10
2019999.2 0 0 0.0029979 -10.117
2029999.2 0 0 0.0030265 -9.8516
2039999.2 -4.7684E-7 0 0.0029617 -10.367
2049999.2 -4.7684E-7 0 0.0029354 -10.734
2059999.2 0 0 0.0029407 -10.531
2069999.1 -4.7684E-7 0 0.0029249 -10.242
2079999.1 -4.7684E-7 0 0.0028935 -10.274
2089999.1 0 0 0.0028496 -10.117
2099999.1 -4.7684E-7 0 0.0028186 -9.5079
2109999.1 0 0 0.002832 -9.7501
2119999.1 0 -4.7684E-7 0.0028668 -9.9063
2129999 -4.7684E-7 0 0.0029292 -9.5938
2139999 0 0 0.0029884 -10.274
2149999 -4.7684E-7 0 0.0030685 -11.344
2159999 0 0 0.0030937 -12.203
2169999 0 0 0.0030918 -12.867
2179999 0 0 0.0030265 -13.649
2189999 0 0 0.0029855 -12.945
2199998.9 0 0 0.0030213 -12.984
2209998.9 0 0 0.0030527 -12.32
2219998.9 0 0 0.0030465 -12.016
2229998.9 0 0 0.0030489 -12.133
2239998.9 0 0 0.0030804 -12.234
2249998.9 -4.7684E-7 0 0.0030799 -12.961
2259998.8 -4.7684E-7 0 0.0030461 -13.156
2269998.8 0 0 0.0030575 -13.156
2279998.8 -4.7684E-7 -4.7684E-7 0.0030279 -11.859
2289998.8 -4.7684E-7 0 0.0031071 -13.891
2299998.8 0 0 0.0030031 -13.422
2309998.8 0 0 0.002996 -13.524
2319998.8 0 0 0.0030246 -13.469
2329998.7 -4.7684E-7 0 0.0031471 -13.602
2339998.7 0 0 0.0031429 -14.656
2349998.7 -4.7684E-7 0 0.0031519 -14.625
2359998.7 0 0 0.0030904 -13.992
2369998.7 0 0 0.0030694 -14.524
2379998.7 0 0 0.0031281 -14.508
2389998.7 0 0 0.0030689 -15.274
2399998.6 0 0 0.0031586 -12.664
2409998.6 -4.7684E-7 0 0.0030542 -13.961
2419998.6 -4.7684E-7 0 0.0030322 -13.102
2429998.6 0 0 0.002904 -12.969
2439998.6 -4.7684E-7 0 0.0030499 -9.8907
2449998.6 -4.7684E-7 0 0.0031462 -14.203
2459998.5 0 0 0.002976 -13.313
2469998.5 0 0 0.0031686 -14.859
2479998.5 -4.7684E-7 0 0.002924 -16.039
2489998.5 -4.7684E-7 0 0.002698 -7.7891
2499998.5 0 0 0.0028701 -2.1641
2509998.5 0 0 0.0031347 -6.1641
2519998.5 0 0 0.0029574 -12.625
2529998.4 0 0 0.0028639 -9.461
2539998.4 0 0 0.003119 -10.734
2549998.4 0 0 0.0030332 -12.852
2559998.4 0 0 0.0030408 -12.688
2569998.4 0 0 0.0030265 -12.625
2579998.4 0 0 0.003007 -13.734
2589998.3 -4.7684E-7 0 0.0028095 -11.594
2599998.3 0 0 0.0029011 -5.25
2609998.3 0 -4.7684E-7 0.0032072 -5.1485
2619998.3 0 0 0.0030918 -9.0313
2629998.3 -4.7684E-7 0 0.0030208 -11.375
2639998.3 0 0 0.0028596 -10.883
2649998.3 -4.7684E-7 0 0.0030675 -9.0313
2659998.2 0 0 0.0031033 -11.531
1500000 0 0 0.0028429 -6.2969
1510000 0 0 0.0029302 -5.7813
1520000 0 0 0.0029478 -4.5782
1530000 0 0 0.002935 -4.5469
1539999.9 0 0 0.0028873 -4.1328
1549999.9 -4.7684E-7 0 0.0028467 -5.0469
1559999.9 0 0 0.0028758 -5.5157
1569999.9 -4.7684E-7 0 0.002913 -6.2578
1579999.9 0 0 0.0028906 -6.4453
1589999.9 -4.7684E-7 0 0.0028439 -6.2813
1599999.9 0 0 0.0027986 -5.7266
1609999.8 -4.7684E-7 0 0.0027828 -6.2188
1619999.8 -4.7684E-7 0 0.0028105 -6.4688
1629999.8 0 0 0.002821 -6.211
1639999.8 -4.7684E-7 0 0.0028415 -6.1875
1649999.8 0 0 0.0029135 -6.4453
1659999.8 0 0 0.0027943 -5.6172
1669999.8 0 0 0.0029855 -4.7422
1679999.7 0 0 0.0030036 -7.836
1689999.7 0 0 0.0029626 -8.3282
1699999.7 0 -4.7684E-7 0.0029745 -7.086
1709999.7 0 0 0.0029125 -8.6719
1719999.7 0 0 0.0028568 -8.2266
1729999.7 0 0 0.0028663 -6.5
1739999.6 0 0 0.0028091 -8.0235
1749999.6 0 0 0.0028925 -6.7735
1759999.6 0 0 0.0029369 -7.1016
1769999.6 0 0 0.0028954 -6.2266
1779999.6 0 0 0.0028734 -6.1875
1789999.6 -4.7684E-7 0 0.0029183 -7.0078
1799999.6 -4.7684E-7 0 0.0029059 -7.375
1809999.5 0 0 0.0028768 -6.5235
1819999.5 0 0 0.0028858 -7.5547
1829999.5 0 0 0.0028916 -7.3907
1839999.5 0 0 0.0029016 -7.1094
1849999.5 -4.7684E-7 0 0.0029292 -6.6328
1859999.5 -4.7684E-7 0 0.0029378 -8.2032
1869999.4 -4.7684E-7 0 0.0029931 -7.2735
1879999.4 0 0 0.0029288 -9.5313
1889999.4 0 0 0.0028715 -4.4922
1899999.4 0 0 0.0030227 -4.3516
1909999.4 0 0 0.0029521 -6.5313
1919999.4 0 0 0.0028858 -7.5938
1929999.4 0 0 0.0028653 -8.7266
1939999.3 0 0 0.0028472 -9.1329
1949999.3 -4.7684E-7 0 0.0028939 -9.7813
1959999.3 0 0 0.002964 -9.8985
1969999.3 0 0 0.0029493 -7.5313
1979999.3 0 0 0.0030389 -9.9063
1989999.3 0 0 0.0030108 -9.6407
1999999.2 0 -4.7684E-7 0.0030341 -10.164
2009999.2 0 0 0.0031076 -9.7891
2019999.2 0 0 0.0029593 -12.047
2029999.2 0 0 0.0028982 -8.8594
2039999.2 0 0 0.0029745 -9.1016
2049999.2 -4.7684E-7 0 0.0030136 -9.4923
2059999.2 -4.7684E-7 0 0.0029702 -9.4376
2069999.1 -4.7684E-7 0 0.0029211 -9.4298
2079999.1 -4.7684E-7 0 0.0029168 -9.4219
2089999.1 0 0 0.0029478 -10.274
2099999.1 0 0 0.0029369 -10.711
2109999.1 0 0 0.0029102 -10.149
2119999.1 0 0 0.0029144 -9.9766
2129999 -4.7684E-7 0 0.002892 -9.9766
2139999 -4.7684E-7 0 0.0028482 -8.9298
2149999 0 0 0.0028515 -8.5548
2159999 0 0 0.0028601 -8.7423
2169999 -4.7684E-7 0 0.0028777 -8.7969
2179999 0 0 0.0029302 -9.9298
2189999 0 0 0.0029316 -10.68
2199998.9 0 0 0.0029116 -11.383
2209998.9 -4.7684E-7 0 0.002954 -11.672
2219998.9 -4.7684E-7 0 0.0029888 -11.484
2229998.9 0 0 0.0030203 -11.906
2239998.9 -4.7684E-7 0 0.0030527 -11.938
2249998.9 0 0 0.0029755 -11.438
2259998.8 -4.7684E-7 0 0.0029202 -12.336
2269998.8 0 0 0.0030427 -10.813
2279998.8 0 0 0.0031781 -15.195
2289998.8 0 0 0.002976 -13.586
2299998.8 0 0 0.0031252 -12.484
2309998.8 0 0 0.0031524 -12.93
2319998.8 0 0 0.0031629 -15.992
2329998.7 0 0 0.0029574 -15.688
2339998.7 0 0 0.0029721 -15.945
2349998.7 0 0 0.0031152 -15.242
2359998.7 -4.7684E-7 0 0.0031071 -17.047
2369998.7 -4.7684E-7 0 0.0030189 -13.75
2379998.7 0 0 0.0029469 -14.524
2389998.7 0 0 0.0029507 -11.969
2399998.6 -4.7684E-7 0 0.0029659 -13.578
2409998.6 0 0 0.0029464 -13.774
2419998.6 0 0 0.0029683 -13.297
2429998.6 0 -4.7684E-7 0.0030089 -13.047
2439998.6 0 0 0.0030365 -13.969
2449998.6 0 0 0.0030556 -13.32
2459998.5 0 0 0.0030728 -13.063
2469998.5 -4.7684E-7 0 0.0030074 -12.719
2479998.5 0 0 0.0029664 -12.711
2489998.5 0 0 0.0029664 -12.43
2499998.5 0 0 0.0029116 -11.719
2509998.5 0 0 0.0028949 -11.461
2519998.5 0 0 0.002892 -12.109
2529998.4 0 0 0.0029807 -12.313
2539998.4 0 0 0.0030184 -12.758
2549998.4 -4.7684E-7 0 0.0029607 -11.852
2559998.4 0 0 0.0029655 -11.57
2569998.4 0 0 0.0029741 -11.719
2579998.4 0 0 0.0029745 -11.875
2589998.3 0 0 0.0029955 -11.07
2599998.3 0 0 0.002955 -12.547
2609998.3 0 0 0.0029874 -9.5469
2619998.3 0 0 0.0029788 -10.602
2629998.3 0 0 0.0031367 -10.32
2639998.3 -4.7684E-7 0 0.0033345 -15.859
2649998.3 -4.7684E-7 0 0.0031409 -19.024
2659998.2 0 0 0.0029278 -15.672
1500000 0 -4.7684E-7 0.0026956 -5.461
1510000 0 0 0.002831 0.71875
1520000 0 0 0.0030656 -3.0313
1530000 0 0 0.0029512 -6.0547
1539999.9 0 0 0.0028568 -6.2891
1549999.9 0 0 0.0028691 -6.4688
1559999.9 -4.7684E-7 0 0.0028682 -5.6641
1569999.9 0 0 0.0028472 -6.2891
1579999.9 0 0 0.0028091 -5.2344
1589999.9 0 0 0.0028377 -4.9532
1599999.9 0 0 0.0028811 -5.5391
1609999.8 0 0 0.0028687 -5.2422
1619999.8 0 0 0.0028448 -6.1797
1629999.8 0 0 0.002872 -5.2969
1639999.8 0 0 0.0029054 -8.2813
1649999.8 0 0 0.0029268 -6.75
1659999.8 -4.7684E-7 0 0.0028901 -6.6797
1669999.8 -4.7684E-7 0 0.0029021 -5.3828
1679999.7 0 0 0.002852 -6.6797
1689999.7 -4.7684E-7 0 0.002934 -6.4688
1699999.7 0 0 0.00278 -8.3673
1709999.7 -4.7684E-7 0 0.0028329 -4.711
1719999.7 0 0 0.0029712 -7.5469
1729999.7 0 0 0.0029116 -6.9453
1739999.6 0 0 0.0028081 -6.5782
1749999.6 -4.7684E-7 0 0.002873 -6.8828
1759999.6 0 0 0.0028753 -7.375
1769999.6 0 0 0.0029121 -8.4844
1779999.6 -4.7684E-7 0 0.0029197 -7.9688
1789999.6 -4.7684E-7 0 0.0029259 -7.5547
1799999.6 0 0 0.0029359 -7.4453
1809999.5 -4.7684E-7 0 0.002903 -8.2735
1819999.5 -4.7684E-7 0 0.0028095 -7.7578
1829999.5 0 0 0.00279 -8.6719
1839999.5 0 0 0.0027528 -8.5626
1849999.5 0 0 0.0028463 -8.6641
1859999.5 0 -4.7684E-7 0.0028882 -7.0391
1869999.4 0 0 0.0029621 -8.1563
1879999.4 0 0 0.0029545 -8.1485
1889999.4 0 0 0.0029588 -8.7813
1899999.4 0 0 0.0029764 -7.6875
1909999.4 0 0 0.0029445 -9.3673
1919999.4 -4.7684E-7 0 0.0029621 -9.1719
1929999.4 0 0 0.0028925 -8.586
1939999.3 0 0 0.0028715 -9.1876
1949999.3 0 0 0.0028558 -9.3438
1959999.3 0 0 0.0029192 -9.3204
1969999.3 -4.7684E-7 0 0.0028095 -9.7032
1979999.3 0 0 0.0029907 -7.7344
1989999.3 -4.7684E-7 0 0.0030165 -9.2501
1999999.2 0 0 0.0030937 -11.274
2009999.2 0 0 0.0028024 -13.82
2019999.2 -4.7684E-7 0 0.0026527 -8.5313
2029999.2 0 0 0.0028496 -8.3126
2039999.2 0 0 0.0030699 -9.8751
2049999.2 0 0 0.0029264 -10.438
2059999.2 0 0 0.0029788 -7.3282
2069999.1 0 0 0.003007 -7.4688
2079999.1 0 0 0.0029574 -8.4844
2089999.1 0 0 0.002945 -10.625
2099999.1 -4.7684E-7 0 0.0029197 -10.891
2109999.1 0 0 0.0029812 -10.703
2119999.1 0 0 0.0028939 -11.547
2129999 0 0 0.0029545 -7.586
2139999 -4.7684E-7 0 0.0030318 -10.227
2149999 0 0 0.0030308 -11.383
2159999 -4.7684E-7 0 0.0030723 -11.57
2169999 0 0 0.0030804 -12.109
2179999 0 0 0.0030723 -11.977
2189999 -4.7684E-7 0 0.0030418 -12.336
2199998.9 -4.7684E-7 0 0.0029688 -11.992
2209998.9 0 0 0.0029555 -12
2219998.9 0 0 0.0029597 -11.742
2229998.9 0 0 0.0029593 -11.57
2239998.9 0 0 0.0029793 -11.539
2249998.9 -4.7684E-7 0 0.0030408 -12.578
2259998.8 -4.7684E-7 0 0.0030298 -12.633
2269998.8 0 0 0.0030413 -13.063
2279998.8 0 0 0.0030308 -13.734
2289998.8 -4.7684E-7 0 0.003027 -14.703
2299998.8 0 0 0.0030575 -14.945
2309998.8 0 0 0.0031419 -14.961
2319998.8 -4.7684E-7 0 0.0031786 -15.547
2329998.7 0 0 0.0031762 -15.727
2339998.7 0 0 0.0031738 -16.055
2349998.7 0 0 0.0032273 -16.992
2359998.7 0 0 0.0031085 -16.992
2369998.7 0 0 0.0031176 -14.258
2379998.7 0 0 0.0031119 -14.234
2389998.7 -4.7684E-7 0 0.0030327 -13.992
2399998.6 0 0 0.0030322 -13.938
2409998.6 0 0 0.0031295 -14.539
2419998.6 -4.7684E-7 0 0.0032249 -14.274
2429998.6 -4.7684E-7 0 0.0032339 -13.899
2439998.6 0 0 0.0031848 -13.992
2449998.6 -4.7684E-7 0 0.0031276 -14.227
2459998.5 -4.7684E-7 0 0.0031371 -12.828
2469998.5 -4.7684E-7 0 0.0030561 -13.172
2479998.5 0 0 0.0029721 -12
2489998.5 -4.7684E-7 0 0.0030232 -13.531
2499998.5 0 0 0.0030022 -11.219
2509998.5 -4.7684E-7 0 0.0030384 -14
2519998.5 0 0 0.0029245 -13.063
2529998.4 0 0 0.0029092 -12.172
2539998.4 0 0 0.0029082 -10.992
2549998.4 0 0 0.0029669 -12.07
2559998.4 0 0 0.0029741 -11.539
2569998.4 0 0 0.0029674 -12.625
2579998.4 -4.7684E-7 0 0.0028787 -12.742
2589998.3 0 0 0.0028196 -12.297
2599998.3 0 0 0.0028053 -11.836
2609998.3 0 0 0.0029235 -11.641
2619998.3 0 0 0.002924 -12.133
2629998.3 0 0 0.0030194 -12.68
2639998.3 0 0 0.0030689 -12.938
2649998.3 0 0 0.0030236 -12.414
2659998.2 -4.7684E-7 0 0.0029493 -11.695
