Delay X Y R DEG
1500000 0 0 0.00030089 5.0157
1510000 0 0 0.00026226 15.719
1520000 -4.7684E-7 0 0.00020123 12.766
1530000 -4.7684E-7 0 0.00019646 11.914
1539999.9 0 0 0.00016642 18.172
1549999.9 0 0 0.00023127 6.0547
1559999.9 -4.7684E-7 0 0.00026703 9.1641
1569999.9 -4.7684E-7 0 0.00026226 15.094
1579999.9 -4.7684E-7 0 0.00026226 10.539
1589999.9 0 0 0.0002656 6.6094
1599999.9 0 0 0.00028229 1.7578
1609999.8 0 0 0.00027275 0.89844
1619999.8 0 0 0.00029135 -3.4688
1629999.8 -4.7684E-7 0 0.00027466 4.3985
1639999.8 -4.7684E-7 0 0.00023508 6.8203
1649999.8 -4.7684E-7 0 0.00022221 -1.9844
1659999.8 0 0 0.00022507 -10.984
1669999.8 0 0 0.00026465 -5.6407
1679999.7 0 0 0.000247 -1.086
1689999.7 0 0 0.00027228 0.69532
1699999.7 0 0 0.00028467 6.5938
1709999.7 0 0 0.00027037 10.602
1719999.7 0 -4.7684E-7 0.00026035 8.6798
1729999.7 0 0 0.00027323 13.406
1739999.6 0 0 0.00027752 12.125
1749999.6 -4.7684E-7 0 0.0002656 6.9063
1759999.6 0 0 0.00027514 4.6485
1769999.6 0 0 0.00026035 1.9766
1779999.6 -4.7684E-7 0 0.00030184 -5.6719
1789999.6 0 0 0.0003376 -1.8125
1799999.6 0 0 0.00036764 1.4453
1809999.5 0 0 0.00037527 7.6094
1819999.5 -4.7684E-7 0 0.00034094 5.5547
1829999.5 -4.7684E-7 0 0.00029087 8.0469
1839999.5 0 0 0.00026417 3.6719
1849999.5 0 0 0.0003171 3.3594
1859999.5 0 0 0.00034762 0.76563
1869999.4 -4.7684E-7 0 0.00035191 -3.8047
1879999.4 -4.7684E-7 0 0.00034428 1
1889999.4 0 0 0.00028658 9.1954
1899999.4 0 0 0.00026798 8.0157
1909999.4 0 0 0.00026417 2.4531
1919999.4 0 0 0.00027561 4.4063
1929999.4 -4.7684E-7 0 0.00031328 10.281
1939999.3 -4.7684E-7 0 0.00030136 11.383
1949999.3 0 0 0.00025559 7.3438
1959999.3 0 0 0.00030184 3.8438
1969999.3 0 0 0.00034094 5.5547
1979999.3 0 0 0.00027847 11.578
1989999.3 0 0 0.00023461 4.7266
1999999.2 -4.7684E-7 0 0.0002656 -6.75
2009999.2 -4.7684E-7 0 0.00025463 -5.9141
2019999.2 0 0 0.00030613 -3.5625
2029999.2 0 0 0.00029564 -1.0391
2039999.2 0 0 0.00031662 -0.1875
2049999.2 0 0 0.00032521 2.461
2059999.2 -4.7684E-7 0 0.00035429 2.8516
2069999.1 -4.7684E-7 0 0.00037241 -0.36719
2079999.1 0 0 0.00036574 7.5938
2089999.1 -4.7684E-7 0 0.00032091 0.77344
2099999.1 0 0 0.00036526 -7.1407
2109999.1 0 0 0.00036621 2.7578
2119999.1 0 0 0.00035048 21.43
2129999 -4.7684E-7 0 0.00035811 20.102
2139999 0 0 0.0003438 16.047
2149999 0 0 0.00035191 13.258
2159999 0 0 0.00037766 8.1173
2169999 0 0 0.00038052 5.5703
2179999 -4.7684E-7 0 0.00034523 3.5938
2189999 0 0 0.00035763 6.0703
2199998.9 0 0 0.00041867 8.0313
2209998.9 0 0 0.00038529 11.195
2219998.9 -4.7684E-7 0 0.00038052 7.5078
2229998.9 0 0 0.00042773 11.945
2239998.9 0 0 0.00040722 16.203
2249998.9 0 0 0.00035334 15.094
2259998.8 0 0 0.00035191 0.15625
2269998.8 -4.7684E-7 0 0.00039053 2.4844
