Delay X Y R DEG
1500000 0 0 0.00014496 11.516
1510000 0 0 6.1513E-5 57.258
1520000 0 0 0.00014258 -19.102
1530000 0 0 0.00010157 -48.836
1539999.9 -4.7684E-7 0 0.00012922 -130.03
1549999.9 -4.7684E-7 0 0.00017452 -105.17
1559999.9 -4.7684E-7 0 7.8202E-5 -75.969
1569999.9 0 0 0.00015879 58.141
1579999.9 0 0 0.00013685 43.883
1589999.9 0 0 5.7221E-5 -110.63
1599999.9 0 0 0.00014162 -76.258
1609999.8 0 0 0.00023127 -59.914
1619999.8 0 0 0.00012064 -33.016
1629999.8 0 0 0.00014019 55.149
1639999.8 0 0 6.1036E-5 21.922
1649999.8 0 0 8.7262E-5 -92.43
1659999.8 0 0 0.00014019 7.2891
1669999.8 -4.7684E-7 0 0.0002079 2.7891
1679999.7 -4.7684E-7 0 0.00017786 -75.149
1689999.7 0 -4.7684E-7 0.00020504 -97.18
1699999.7 -4.7684E-7 -4.7684E-7 0.00012064 -32.438
1709999.7 0 0 0.0001235 1.1016
1719999.7 0 0 7.9632E-5 109.89
1729999.7 -4.7684E-7 0 5.0068E-5 104.72
1739999.6 -4.7684E-7 0 0.00016785 -26.367
1749999.6 0 0 0.00011301 -55.688
1759999.6 -4.7684E-7 0 6.5327E-5 -160.27
1769999.6 0 0 9.7275E-5 -14.406
1779999.6 -4.7684E-7 0 0.0001545 -12.703
1789999.6 0 0 0.00014067 -5.3438
1799999.6 0 0 0.00023794 0.070313
1809999.5 0 0 8.0109E-5 13.781
1819999.5 0 0 0.00017786 149.42
1829999.5 0 0 0.00019217 151.17
1839999.5 0 0 0.00012064 -115.74
1849999.5 0 0 0.00017929 -96.071
1859999.5 0 0 0.0001111 -27.336
1869999.4 -4.7684E-7 0 3.5286E-5 -65.227
1879999.4 0 0 5.2929E-5 -143.56
1889999.4 -4.7684E-7 0 0.00014353 -100.67
1899999.4 0 0 0.00017691 -106.45
1909999.4 0 0 0.00021219 -64.501
1919999.4 0 0 0.00028897 -55.321
1929999.4 -4.7684E-7 0 0.00016976 -28.25
1939999.3 0 0 0.00017452 24.938
1949999.3 -4.7684E-7 0 4.6253E-5 77.001
1959999.3 -4.7684E-7 0 5.6744E-5 -165.63
1969999.3 0 0 0.00014019 -111.28
1979999.3 0 0 0.00017357 -78.774
1989999.3 -4.7684E-7 0 0.000206 -54.071
1999999.2 0 0 0.00017023 -93.352
2009999.2 0 0 0.0001688 -125.24
2019999.2 -4.7684E-7 0 0.00010777 -39.414
2029999.2 0 0 0.0002017 -15.422
2039999.2 -4.7684E-7 0 5.2452E-5 -10.344
2049999.2 -4.7684E-7 0 0.00012112 -51.485
2059999.2 -4.7684E-7 0 0.000206 -46.711
2069999.1 -4.7684E-7 0 9.4414E-5 -16.805
2079999.1 -4.7684E-7 0 4.3392E-5 22.649
2089999.1 0 0 7.7725E-5 -166.61
2099999.1 0 0 0 11.305
2109999.1 -4.7684E-7 0 0.00017595 6.0157
2119999.1 0 0 0.00024891 -22.141
2129999 0 0 0.00030565 -36.953
2139999 0 0 0.00027752 -59.352
2149999 -4.7684E-7 0 0.00026131 -61.469
2159999 0 0 0.00025749 -74.055
2169999 -4.7684E-7 0 0.00031424 -72.586
2179999 -4.7684E-7 0 0.00028849 -82.446
2189999 0 -4.7684E-7 0.00032091 -92.922
2199998.9 -4.7684E-7 0 0.00015545 -73.258
2209998.9 -4.7684E-7 0 0.00012064 -21.953
2219998.9 0 0 0.00025463 -60.508
2229998.9 0 0 0.00028658 -80.118
2239998.9 0 0 0.00017119 -94.797
2249998.9 0 0 8.7262E-5 -29.664
2259998.8 0 0 0.00014162 -65.579
2269998.8 0 0 7.8202E-5 -64.36
2279998.8 0 0 8.2493E-5 75.579
2289998.8 0 0 0.00016403 14.969
2299998.8 0 0 0.00021696 -23.508
2309998.8 -4.7684E-7 0 0.0002966 -62.266
2319998.8 -4.7684E-7 0 0.00025273 -80.172
2329998.7 0 0 0.00015736 -120.51
2339998.7 0 0 0.00010491 -61.602
2349998.7 0 0 0.00014925 -39.086
2359998.7 0 0 0.00013495 -107.43
2369998.7 0 0 0.00016832 -124.23
2379998.7 0 0 7.9632E-5 157.14
2389998.7 -4.7684E-7 0 6.9619E-5 66.579
2399998.6 0 0 0.00020123 2.25
2409998.6 0 0 0.00023794 -32.696
2419998.6 0 0 0.00025559 -44.008
2429998.6 0 0 0.00031281 -32.242
2439998.6 0 0 0.00030995 -15.672
2449998.6 0 0 0.00027752 13.469
2459998.5 -4.7684E-7 0 0.0002966 13.18
2469998.5 0 0 0.00032473 -4.4141
2479998.5 0 0 0.00035525 -25.414
2489998.5 0 0 0.00033331 -35.641
2499998.5 -4.7684E-7 0 0.00028658 -56.742
2509998.5 -4.7684E-7 0 0.00020361 -99.274
2519998.5 0 0 0.00017262 -136.9
2529998.4 0 0 0.00014019 170.71
2539998.4 -4.7684E-7 0 0.00012922 127.01
2549998.4 0 0 0.0001812 110.12
2559998.4 0 0 0.00017071 86.211
2569998.4 0 0 0.00020552 43.492
2579998.4 0 0 0.0003109 8.0469
2589998.3 0 0 0.00032282 -5.9688
2599998.3 0 0 0.00027132 -38.125
2609998.3 0 0 0.00019598 -60.133
2619998.3 0 0 0.00014114 -90.688
2629998.3 0 0 5.0545E-5 -167.75
2639998.3 0 0 0.00016356 155.18
2649998.3 -4.7684E-7 0 0.00013542 143.52
2659998.2 -4.7684E-7 0 0.00016785 133.63
1500000 0 0 0.00028086 -84.54
1510000 -4.7684E-7 0 0.00025654 -60.899
1520000 0 0 0.00017691 -18.57
1530000 0 0 7.7248E-5 65.571
1539999.9 0 0 1.5259E-5 6.7032
1549999.9 0 0 0.00016499 -6.8828
1559999.9 0 0 0.00013733 25.805
1569999.9 0 0 0.000103 117.98
1579999.9 0 -4.7684E-7 7.9632E-5 -120.92
1589999.9 0 0 0.00020313 -83.376
1599999.9 0 0 0.00027323 -72.094
1609999.8 0 0 0.00028897 -55.391
1619999.8 0 0 0.00031328 -52.696
1629999.8 0 0 0.00030327 -43.797
1639999.8 -4.7684E-7 0 0.00028515 -38.492
1649999.8 0 0 0.00025988 -37.133
1659999.8 -4.7684E-7 0 0.00030422 -25.367
1669999.8 0 0 0.00028467 -6.8672
1679999.7 0 0 0.0003047 -8.7969
1689999.7 -4.7684E-7 0 0.00028849 -15.758
1699999.7 0 0 0.00029326 -17.141
1709999.7 -4.7684E-7 0 0.00027991 -42.828
1719999.7 -4.7684E-7 0 0.00020456 -67.149
1729999.7 0 0 0.00021887 -110
1739999.6 0 0 0.00024605 -114.63
1749999.6 0 0 0.00025511 -123.9
1759999.6 -4.7684E-7 0 0.00019694 -148.88
1769999.6 0 0 0.00021553 -156.18
1779999.6 0 0 0.0001483 173.94
1789999.6 0 0 0.00014687 153.9
1799999.6 -4.7684E-7 0 8.3447E-5 -118.57
1809999.5 0 0 0.00016022 -59.914
1819999.5 0 0 3.6717E-5 -3.3672
1829999.5 -4.7684E-7 0 4.0055E-5 -170.84
1839999.5 -4.7684E-7 0 0.00018025 -100.25
1849999.5 -4.7684E-7 0 0.00026989 -82.063
1859999.5 0 0 0.00023651 -52.328
1869999.4 0 0 0.00027418 -17.735
1879999.4 0 0 0.00021219 5.8438
1889999.4 -4.7684E-7 0 0.00017929 60.407
1899999.4 -4.7684E-7 0 0.0001955 79.704
1909999.4 -4.7684E-7 0 0.00010872 133.74
1919999.4 0 -4.7684E-7 5.6267E-5 -141.18
1929999.4 0 0 7.391E-5 30.149
1939999.3 -4.7684E-7 0 8.4878E-5 43.696
1949999.3 0 0 9.3937E-5 -51.407
1959999.3 -4.7684E-7 0 0.000175 -35.188
1969999.3 0 0 0.00027752 -11.781
1979999.3 -4.7684E-7 0 0.00024796 5.9453
