Delay X Y R DEG
1500000 0 0 0.00062657 15.766
1510000 0 0 0.00060988 14.961
1520000 -4.7684E-7 0 0.00061751 11.555
1530000 -4.7684E-7 0 0.00060511 11.539
1539999.9 0 0 0.00058365 13.063
1549999.9 -4.7684E-7 0 0.00061989 12.297
1559999.9 -4.7684E-7 0 0.00064421 13.992
1569999.9 -4.7684E-7 0 0.00065422 16.75
1579999.9 -4.7684E-7 0 0.00064755 20.25
1589999.9 0 0 0.00064993 19.875
1599999.9 0 0 0.00066901 20.977
1609999.8 0 0 0.00067568 20.227
1619999.8 0 0 0.00067282 21.406
1629999.8 0 0 0.0006466 21.047
1639999.8 0 0 0.00065422 20.055
1649999.8 0 0 0.00068903 17.242
1659999.8 0 0 0.00069285 14.875
1669999.8 0 0 0.00067997 13.953
1679999.7 0 0 0.00067091 14.922
1689999.7 0 0 0.00064993 14.734
1699999.7 0 0 0.00068427 14.18
1709999.7 0 0 0.00070572 12.899
1719999.7 -4.7684E-7 0 0.00068856 12.195
1729999.7 0 0 0.0006485 14.227
1739999.6 0 0 0.00067759 15.649
1749999.6 0 -4.7684E-7 0.00072003 15.781
1759999.6 0 0 0.00070095 14.266
1769999.6 0 0 0.00066901 13.242
1779999.6 -4.7684E-7 0 0.00071431 15.641
1789999.6 -4.7684E-7 0 0.00076485 17.711
1799999.6 0 0 0.00078059 18.508
1809999.5 -4.7684E-7 0 0.00074292 18.406
1819999.5 -4.7684E-7 0 0.0007267 17.453
1829999.5 0 0 0.00073719 17.242
1839999.5 0 0 0.00073147 17.555
1849999.5 0 0 0.00070334 14.086
1859999.5 0 0 0.00070286 11.953
1869999.4 -4.7684E-7 0 0.00073386 12.586
1879999.4 -4.7684E-7 0 0.00075627 16.195
1889999.4 -4.7684E-7 0 0.00076724 17.711
1899999.4 0 0 0.00072766 17.211
1909999.4 -4.7684E-7 0 0.00072241 15.641
1919999.4 0 0 0.00074053 16.164
1929999.4 0 0 0.00078106 18.36
1939999.3 -4.7684E-7 0 0.00079489 17.477
1949999.3 0 0 0.0007658 16.078
1959999.3 0 0 0.00081063 14.852
1969999.3 0 0 0.0008173 14.109
1979999.3 0 0 0.00081969 15.977
1989999.3 0 0 0.00081921 17.578
1999999.2 0 0 0.00082255 18.508
2009999.2 0 0 0.00083113 19.445
2019999.2 0 0 0.0008564 19.164
2029999.2 -4.7684E-7 0 0.00087595 18.414
2039999.2 0 -4.7684E-7 0.00090504 17.242
2049999.2 0 0 0.00089884 16.797
2059999.2 -4.7684E-7 0 0.00086451 16.25
2069999.1 0 0 0.00082732 17.61
2079999.1 0 0 0.00082064 19.852
2089999.1 0 0 0.00084162 19.031
2099999.1 -4.7684E-7 0 0.00085783 18.375
2109999.1 -4.7684E-7 0 0.0008812 19.344
2119999.1 0 0 0.00092221 19.031
2129999 0 0 0.00096465 18.289
2139999 0 0 0.00097084 17.156
2149999 0 0 0.00095177 17.508
2159999 0 0 0.00092411 16.149
2169999 -4.7684E-7 0 0.0008936 14.5
2179999 -4.7684E-7 0 0.00088168 14.188
2189999 -4.7684E-7 0 0.00089121 15.461
2199998.9 -4.7684E-7 0 0.00089026 16.133
2209998.9 0 0 0.00091219 15.82
2219998.9 -4.7684E-7 0 0.00094891 16.594
2229998.9 0 0 0.00099088 16.289
2239998.9 0 0 0.00098658 15.695
2249998.9 0 0 0.00095988 15.977
2259998.8 -4.7684E-7 0 0.00099278 16.781
2269998.8 -4.7684E-7 0 0.0010343 18.024
2279998.8 -4.7684E-7 0 0.00108 17.828
2289998.8 0 0 0.0010982 17.094
2299998.8 0 0 0.0011053 16.047
2309998.8 0 0 0.0011068 15.633
2319998.8 0 0 0.0011129 16.586
2329998.7 0 0 0.0011926 17.367
2339998.7 0 0 0.0012317 17.344
2349998.7 0 0 0.0012279 18.344
2359998.7 -4.7684E-7 0 0.0012136 19.781
2369998.7 0 0 0.0011935 18.586
2379998.7 0 0 0.0011864 16.703
2389998.7 0 0 0.0011678 16.57
2399998.6 0 0 0.0011802 17.516
2409998.6 0 0 0.0012112 19.102
2419998.6 0 0 0.0011864 17.914
2429998.6 0 0 0.0011411 16.656
2439998.6 -4.7684E-7 0 0.0011587 17.477
2449998.6 0 0 0.0011139 16.649
2459998.5 0 0 0.0010924 17.492
2469998.5 0 0 0.0011091 18.578
2479998.5 0 0 0.0011363 17.836
2489998.5 0 0 0.0011458 17.508
2499998.5 0 0 0.0010819 17.555
2509998.5 0 0 0.0010557 18.742
2519998.5 0 0 0.0010819 18.813
2529998.4 0 0 0.0011091 17.789
2539998.4 -4.7684E-7 0 0.0010581 16.906
2549998.4 0 0 0.0010428 17.883
2559998.4 -4.7684E-7 0 0.0010657 17.578
2569998.4 0 0 0.0010896 15.899
2579998.4 0 0 0.0010595 15.82
2589998.3 0 0 0.0010233 15.586
2599998.3 0 0 0.0010142 15.703
2609998.3 0 0 0.0010104 17.125
2619998.3 -4.7684E-7 0 0.0010419 17.453
2629998.3 0 0 0.0010591 19.149
2639998.3 -4.7684E-7 0 0.0010486 19.82
2649998.3 -4.7684E-7 0 0.0010548 19.641
2659998.2 -4.7684E-7 0 0.0010286 18.727
1500000 -4.7684E-7 0 0.00056792 18.586
1510000 -4.7684E-7 0 0.00058937 18.047
1520000 0 0 0.00060368 17.961
1530000 -4.7684E-7 0 0.00060368 13.031
1539999.9 0 0 0.00060416 9.336
1549999.9 0 0 0.00058365 8.3438
1559999.9 0 0 0.00059319 9.0157
1569999.9 -4.7684E-7 0 0.00059796 10.469
1579999.9 0 0 0.0006013 13.047
1589999.9 0 0 0.0006013 13.344
1599999.9 0 0 0.00060463 13.758
1609999.8 0 0 0.00062848 14.555
1619999.8 -4.7684E-7 0 0.00067425 14.453
1629999.8 0 0 0.00067091 13.633
1639999.8 -4.7684E-7 0 0.00066615 13.031
1649999.8 0 0 0.00068856 11.555
1659999.8 -4.7684E-7 0 0.00067616 11.836
1669999.8 0 0 0.00065232 13.211
1679999.7 0 0 0.00063181 14.578
1689999.7 0 0 0.00063992 16.672
1699999.7 0 0 0.00068856 18.789
1709999.7 0 0 0.00072384 18.297
1719999.7 0 0 0.00069857 17.149
