1 1.57742 -0.0909717 -0.000151367
2 1.54275 -0.090127 -0.000107422
3 1.53504 -0.0936523 9.76563E-5
4 1.55746 -0.0972949 0.000131836
5 1.58939 -0.087749 -0.000117187
6 1.57016 -0.0929785 -0.000112305
7 1.58275 -0.0909619 0.000166016
8 1.61217 -0.0884082 -0.000356445
9 1.54115 -0.091792 0.000126953
10 1.53862 -0.0936182 0.000102539
11 1.59108 -0.0804932 0.000146484
12 1.54067 -0.0886133 0.00015625
13 1.58626 -0.0912744 0.00015625
14 1.54774 -0.0918896 0.00015625
15 1.51048 -0.0975732 0.00012207
16 1.56843 -0.0922314 0.000112305
17 1.54229 -0.0927686 -0.000107422
18 1.59101 -0.0921436 -5.85937E-5
19 1.61438 -0.0892432 -8.78906E-5
20 1.57222 -0.0895459 -8.30078E-5
21 1.54364 -0.0869873 -0.000131836
22 1.6009 -0.0781543 -0.000131836
23 1.56127 -0.0910059 0.000131836
24 1.56365 -0.0921387 -8.78906E-5
25 1.58287 -0.0894434 0.000175781
26 1.54864 -0.0955127 -0.000112305
27 1.54673 -0.0878711 0.000136719
28 1.57742 -0.0880811 0.000131836
29 1.57138 -0.0926611 -0.000131836
30 1.58591 -0.0861377 -0.000131836
31 1.5187 -0.0920459 0.000102539
32 1.64296 -0.0868408 0.000131836
33 1.58079 -0.0839209 -0.000131836
34 1.59456 -0.0909863 -0.000317383
35 1.56035 -0.089082 0.000141602
36 1.58498 -0.0909326 9.27734E-5
37 1.6024 -0.0920068 -0.00012207
38 1.53522 -0.0908838 0.000161133
39 1.58379 -0.0898877 0.000131836
40 1.5297 -0.0927344 -0.000351562
41 1.59545 -0.0903906 0.000151367
42 1.5689 -0.0898291 -5.85937E-5
43 1.56859 -0.0878418 8.78906E-5
44 1.58436 -0.07979 0.000146484
45 1.57348 -0.0912402 0.000136719
46 1.53289 -0.0941309 0.000136719
47 1.5188 -0.0937793 -0.000126953
48 1.5628 -0.0937354 -8.30078E-5
49 1.54339 -0.0911621 0.00012207
50 1.59361 -0.0865576 -0.000112305
51 1.55005 -0.0924365 0.000126953
52 1.56859 -0.0929785 -6.83594E-5
53 1.56353 -0.0888916 0.000180664
54 1.5601 -0.092583 -8.78906E-5
55 1.61855 -0.0805029 0.000146484
56 1.56287 -0.0900195 -9.27734E-5
57 1.56766 -0.0900342 0.000141602
58 1.63629 -0.086001 -9.27734E-5
59 1.59073 -0.0897168 0.00012207
60 1.50907 -0.0925488 -7.32422E-5
61 1.57902 -0.0908984 0.00015625
62 1.57198 -0.0910693 0.000166016
63 1.54098 -0.0943018 0.000117187
64 1.54936 -0.0917969 0.000141602
65 1.59407 -0.0930908 0.000161133
66 1.5221 -0.0851904 9.76563E-5
67 1.63044 -0.0888281 0.000102539
68 1.55652 -0.0901074 -0.000141602
69 1.56669 -0.0940039 0.000161133
70 1.5518 -0.0915234 -0.000117187
71 1.57798 -0.0920752 -7.8125E-5
72 1.49453 -0.0949951 0.000151367
73 1.55846 -0.092583 0.000166016
74 1.56476 -0.0880225 0.00012207
75 1.57567 -0.092793 0.000146484
76 1.57591 -0.0897949 7.8125E-5
77 1.54474 -0.0865527 -0.000112305
78 1.5138 -0.0933887 -9.76563E-5
79 1.58038 -0.0906592 -0.00012207
80 1.62657 -0.0894238 -0.000117187
81 1.5821 -0.0928662 0.00012207
82 1.5647 -0.086709 0.000107422
83 1.5476 -0.0932422 0.000151367
84 1.57266 -0.0885742 0.000107422
85 1.58287 -0.0882373 0.000151367
86 1.60225 -0.0917627 -7.32422E-5
87 1.55258 -0.0930908 0.000146484
88 1.58441 -0.0821143 0.000141602
89 1.59802 -0.0906641 0.000141602
90 1.5763 -0.0890137 -0.000102539
91 1.51372 -0.0909326 0.000146484
92 1.55433 -0.0951318 -8.78906E-5
93 1.60664 -0.0843213 -0.000161133
94 1.55352 -0.0889014 0.000166016
95 1.51682 -0.092627 0.00012207
96 1.60982 -0.0872754 -6.83594E-5
97 1.52016 -0.0915625 -0.000166016
98 1.54801 -0.093877 -3.90625E-5
99 1.59103 -0.0874072 -8.78906E-5
100 1.55952 -0.0904102 -0.000112305
101 1.5675 -0.0894043 0.000136719
102 1.53548 -0.0926074 -0.000322266
103 1.5598 -0.0925879 -0.000126953
104 1.52804 -0.0936719 0.00015625
105 1.61025 -0.0899756 0.000131836
106 1.51785 -0.0913867 -9.27734E-5
107 1.49028 -0.0933887 0.00015625
108 1.5242 -0.0919189 -8.30078E-5
109 1.548 -0.0919092 0.000322266
110 1.50109 -0.0877295 -0.000117187
111 1.61826 -0.0880908 -0.000112305
112 1.57948 -0.0878857 -0.000336914
113 1.6096 -0.0867871 0.000361328
114 1.597 -0.0915869 -0.000112305
115 1.54044 -0.0883789 0.000146484
116 1.59304 -0.0895801 0.000126953
117 1.51775 -0.0925439 0.000175781
118 1.62344 -0.0896143 -0.000107422
119 1.62913 -0.0877246 0.000136719
120 1.53074 -0.0936279 0.000161133
121 1.57827 -0.0869043 -5.85937E-5
122 1.5801 -0.0919238 0.00015625
123 1.55637 -0.092168 -0.000317383
124 1.55693 -0.0884277 -7.8125E-5
125 1.52552 -0.095376 0.000141602
126 1.57522 -0.0889941 -0.000107422
127 1.60315 -0.0861279 0.000146484
128 1.53044 -0.0940674 0.000151367
129 1.57556 -0.0933105 -0.000102539
130 1.57458 -0.0904785 0.000161133
131 1.52152 -0.094375 -0.00012207
132 1.57108 -0.0849023 -9.76563E-5
133 1.53833 -0.0941504 0.000131836
134 1.57944 -0.0895508 0.000170898
135 1.61403 -0.0864941 -0.000117187
136 1.74951 -0.0801367 0.000131836
137 1.55235 -0.0887988 0.000126953
138 1.53468 -0.0941992 -9.27734E-5
139 1.56928 -0.0894678 0.000161133
140 1.52956 -0.0953027 0.000126953
141 1.52398 -0.0931396 -0.000166016
142 1.56701 -0.0899561 0.000112305
143 1.57107 -0.0871191 0.000131836
144 1.59701 -0.0910791 -0.000332031
145 1.54768 -0.0873975 -0.000126953
146 1.51856 -0.096543 9.76563E-5
147 1.56036 -0.091416 0.000112305
148 1.50342 -0.0912598 -0.000107422
149 1.56854 -0.0902197 0.000131836
150 1.58362 -0.0918213 0.000166016
151 1.55532 -0.0919287 0.000151367
152 1.51682 -0.0908887 0.000410156
153 1.56599 -0.0887891 0.000131836
154 1.55497 -0.0923389 -0.000107422
155 1.54281 -0.0923389 -0.000126953
156 1.55425 -0.0912256 -0.000126953
157 1.57688 -0.0913623 -0.000102539
158 1.53595 -0.0946582 -0.000102539
159 1.59168 -0.090249 0.000112305
160 1.53422 -0.0891162 0.000136719
161 1.59839 -0.0911377 -0.000112305
162 1.54468 -0.0944678 -0.000102539
163 1.5497 -0.0929395 9.27734E-5
164 1.54555 -0.091167 -0.000112305
165 1.52325 -0.0901074 -7.8125E-5
166 1.59075 -0.0924072 -0.000292969
167 1.57843 -0.0907031 0.00012207
168 1.60122 -0.089458 -0.000141602
169 1.56659 -0.0914697 -0.000107422
170 1.61788 -0.087876 0.000136719
171 1.57867 -0.09021 0.000107422
172 1.65268 -0.0801611 8.78906E-5
173 1.55042 -0.0892871 -4.88281E-5
174 1.57045 -0.0931104 0.000151367
175 1.56916 -0.0887402 -8.78906E-5
176 1.5473 -0.0915186 -0.000112305
177 1.55716 -0.0904688 -0.000366211
178 1.59155 -0.0893359 -0.000112305
179 1.55989 -0.0900879 -8.30078E-5
180 1.51697 -0.0935254 0.000375977
181 1.51882 -0.0954688 0.000141602
182 1.55612 -0.0908838 0.000151367
183 1.52218 -0.0937793 -9.27734E-5
184 1.56249 -0.0917725 -0.000112305
185 1.53609 -0.0942432 -9.27734E-5
186 1.55123 -0.0914941 0.000131836
187 1.58684 -0.0884473 0.000615234
188 1.56546 -0.0917139 -0.000112305
189 1.59158 -0.0892578 -8.78906E-5
